Vivado Simulator 2020.2
Time resolution is 1 ps
[DRV] reset done
           104255000: [GEN_RANDOM] tx_byte = 0a, rx_byte = 00
        536482695000: [SCB PASS] expected = 82, actual = 82, q_size = 0
        536482695000: [SCB QUEUE PUSH] expected_q push = 1e, size = 1
        536528255000: [DRV] tx_byte = 05, rx_byte = 00
        537524295000: [MON] tx_byte = 00, rx_byte = 1e
        537524295000: [SCB PASS] expected = 1e, actual = 1e, q_size = 0
        537524295000: [SCB QUEUE PUSH] expected_q push = 05, size = 1
        537569855000: [DRV] tx_byte = 4a, rx_byte = 00
        538565895000: [MON] tx_byte = 00, rx_byte = 05
        538565895000: [SCB PASS] expected = 05, actual = 05, q_size = 0
        538565895000: [SCB QUEUE PUSH] expected_q push = 4a, size = 1
        538611455000: [DRV] tx_byte = 0b, rx_byte = 00
        539607495000: [MON] tx_byte = 00, rx_byte = 4a
        539607495000: [SCB PASS] expected = 4a, actual = 4a, q_size = 0
        539607495000: [SCB QUEUE PUSH] expected_q push = 0b, size = 1
        539653055000: [DRV] tx_byte = 0c, rx_byte = 00
        540649095000: [MON] tx_byte = 00, rx_byte = 0b
        540649095000: [SCB PASS] expected = 0b, actual = 0b, q_size = 0
        540649095000: [SCB QUEUE PUSH] expected_q push = 0c, size = 1
        540694655000: [DRV] tx_byte = 84, rx_byte = 00
        541690695000: [MON] tx_byte = 00, rx_byte = 0c
        541690695000: [SCB PASS] expected = 0c, actual = 0c, q_size = 0
        541690695000: [SCB QUEUE PUSH] expected_q push = 84, size = 1
        541736255000: [DRV] tx_byte = 04, rx_byte = 00
        542732295000: [MON] tx_byte = 00, rx_byte = 84
        542732295000: [SCB PASS] expected = 84, actual = 84, q_size = 0
        542732295000: [SCB QUEUE PUSH] expected_q push = 04, size = 1
        542777855000: [DRV] tx_byte = 9e, rx_byte = 00
        543773895000: [MON] tx_byte = 00, rx_byte = 04
        543773895000: [SCB PASS] expected = 04, actual = 04, q_size = 0
        543773895000: [SCB QUEUE PUSH] expected_q push = 9e, size = 1
        543819455000: [DRV] tx_byte = d8, rx_byte = 00
        544815495000: [MON] tx_byte = 00, rx_byte = 9e
        544815495000: [SCB PASS] expected = 9e, actual = 9e, q_size = 0
        544815495000: [SCB QUEUE PUSH] expected_q push = d8, size = 1
        544861055000: [DRV] tx_byte = 87, rx_byte = 00
        545857095000: [MON] tx_byte = 00, rx_byte = d8
        545857095000: [SCB PASS] expected = d8, actual = d8, q_size = 0
        545857095000: [SCB QUEUE PUSH] expected_q push = 87, size = 1
        545902655000: [DRV] tx_byte = fa, rx_byte = 00
        546898695000: [MON] tx_byte = 00, rx_byte = 87
        546898695000: [SCB PASS] expected = 87, actual = 87, q_size = 0
        546898695000: [SCB QUEUE PUSH] expected_q push = fa, size = 1
        546944255000: [DRV] tx_byte = 57, rx_byte = 00
        547940295000: [MON] tx_byte = 00, rx_byte = fa
        547940295000: [SCB PASS] expected = fa, actual = fa, q_size = 0
        547940295000: [SCB QUEUE PUSH] expected_q push = 57, size = 1
        547985855000: [DRV] tx_byte = 73, rx_byte = 00
        548981895000: [MON] tx_byte = 00, rx_byte = 57
        548981895000: [SCB PASS] expected = 57, actual = 57, q_size = 0
        548981895000: [SCB QUEUE PUSH] expected_q push = 73, size = 1
        549027455000: [DRV] tx_byte = 37, rx_byte = 00
        550023495000: [MON] tx_byte = 00, rx_byte = 73
        550023495000: [SCB PASS] expected = 73, actual = 73, q_size = 0
        550023495000: [SCB QUEUE PUSH] expected_q push = 37, size = 1
        550069055000: [DRV] tx_byte = 4a, rx_byte = 00
        551065095000: [MON] tx_byte = 00, rx_byte = 37
        551065095000: [SCB PASS] expected = 37, actual = 37, q_size = 0
        551065095000: [SCB QUEUE PUSH] expected_q push = 4a, size = 1
        551110655000: [DRV] tx_byte = a6, rx_byte = 00
        552106695000: [MON] tx_byte = 00, rx_byte = 4a
        552106695000: [SCB PASS] expected = 4a, actual = 4a, q_size = 0
        552106695000: [SCB QUEUE PUSH] expected_q push = a6, size = 1
        552152255000: [DRV] tx_byte = cb, rx_byte = 00
        553148295000: [MON] tx_byte = 00, rx_byte = a6
        553148295000: [SCB PASS] expected = a6, actual = a6, q_size = 0
        553148295000: [SCB QUEUE PUSH] expected_q push = cb, size = 1
        553193855000: [DRV] tx_byte = 45, rx_byte = 00
        554189895000: [MON] tx_byte = 00, rx_byte = cb
        554189895000: [SCB PASS] expected = cb, actual = cb, q_size = 0
        554189895000: [SCB QUEUE PUSH] expected_q push = 45, size = 1
        554235455000: [DRV] tx_byte = 58, rx_byte = 00
        555231495000: [MON] tx_byte = 00, rx_byte = 45
        555231495000: [SCB PASS] expected = 45, actual = 45, q_size = 0
        555231495000: [SCB QUEUE PUSH] expected_q push = 58, size = 1
        555277055000: [DRV] tx_byte = 92, rx_byte = 00
        556273095000: [MON] tx_byte = 00, rx_byte = 58
        556273095000: [SCB PASS] expected = 58, actual = 58, q_size = 0
        556273095000: [SCB QUEUE PUSH] expected_q push = 92, size = 1
        556318655000: [DRV] tx_byte = a3, rx_byte = 00
        557314695000: [MON] tx_byte = 00, rx_byte = 92
        557314695000: [SCB PASS] expected = 92, actual = 92, q_size = 0
        557314695000: [SCB QUEUE PUSH] expected_q push = a3, size = 1
        557360255000: [DRV] tx_byte = b7, rx_byte = 00
        558356295000: [MON] tx_byte = 00, rx_byte = a3
        558356295000: [SCB PASS] expected = a3, actual = a3, q_size = 0
        558356295000: [SCB QUEUE PUSH] expected_q push = b7, size = 1
        558401855000: [DRV] tx_byte = 69, rx_byte = 00
        559397895000: [MON] tx_byte = 00, rx_byte = b7
        559397895000: [SCB PASS] expected = b7, actual = b7, q_size = 0
        559397895000: [SCB QUEUE PUSH] expected_q push = 69, size = 1
        559443455000: [DRV] tx_byte = 19, rx_byte = 00
        560439495000: [MON] tx_byte = 00, rx_byte = 69
        560439495000: [SCB PASS] expected = 69, actual = 69, q_size = 0
        560439495000: [SCB QUEUE PUSH] expected_q push = 19, size = 1
        560485055000: [DRV] tx_byte = 5a, rx_byte = 00
        561481095000: [MON] tx_byte = 00, rx_byte = 19
        561481095000: [SCB PASS] expected = 19, actual = 19, q_size = 0
        561481095000: [SCB QUEUE PUSH] expected_q push = 5a, size = 1
        561526655000: [DRV] tx_byte = 1e, rx_byte = 00
        562522695000: [MON] tx_byte = 00, rx_byte = 5a
        562522695000: [SCB PASS] expected = 5a, actual = 5a, q_size = 0
        562522695000: [SCB QUEUE PUSH] expected_q push = 1e, size = 1
        562568255000: [DRV] tx_byte = f9, rx_byte = 00
        563564295000: [MON] tx_byte = 00, rx_byte = 1e
        563564295000: [SCB PASS] expected = 1e, actual = 1e, q_size = 0
        563564295000: [SCB QUEUE PUSH] expected_q push = f9, size = 1
        563609855000: [DRV] tx_byte = 77, rx_byte = 00
        564605895000: [MON] tx_byte = 00, rx_byte = f9
        564605895000: [SCB PASS] expected = f9, actual = f9, q_size = 0
        564605895000: [SCB QUEUE PUSH] expected_q push = 77, size = 1
        564651455000: [DRV] tx_byte = 34, rx_byte = 00
        565647495000: [MON] tx_byte = 00, rx_byte = 77
        565647495000: [SCB PASS] expected = 77, actual = 77, q_size = 0
        565647495000: [SCB QUEUE PUSH] expected_q push = 34, size = 1
        565693055000: [DRV] tx_byte = d5, rx_byte = 00
        566689095000: [MON] tx_byte = 00, rx_byte = 34
        566689095000: [SCB PASS] expected = 34, actual = 34, q_size = 0
        566689095000: [SCB QUEUE PUSH] expected_q push = d5, size = 1
        566734655000: [DRV] tx_byte = d1, rx_byte = 00
        567730695000: [MON] tx_byte = 00, rx_byte = d5
        567730695000: [SCB PASS] expected = d5, actual = d5, q_size = 0
        567730695000: [SCB QUEUE PUSH] expected_q push = d1, size = 1
        567776255000: [DRV] tx_byte = bc, rx_byte = 00
        568772295000: [MON] tx_byte = 00, rx_byte = d1
        568772295000: [SCB PASS] expected = d1, actual = d1, q_size = 0
        568772295000: [SCB QUEUE PUSH] expected_q push = bc, size = 1
        568817855000: [DRV] tx_byte = 29, rx_byte = 00
        569813895000: [MON] tx_byte = 00, rx_byte = bc
        569813895000: [SCB PASS] expected = bc, actual = bc, q_size = 0
        569813895000: [SCB QUEUE PUSH] expected_q push = 29, size = 1
        569859455000: [DRV] tx_byte = fe, rx_byte = 00
        570855495000: [MON] tx_byte = 00, rx_byte = 29
        570855495000: [SCB PASS] expected = 29, actual = 29, q_size = 0
        570855495000: [SCB QUEUE PUSH] expected_q push = fe, size = 1
        570901055000: [DRV] tx_byte = 74, rx_byte = 00
        571897095000: [MON] tx_byte = 00, rx_byte = fe
        571897095000: [SCB PASS] expected = fe, actual = fe, q_size = 0
        571897095000: [SCB QUEUE PUSH] expected_q push = 74, size = 1
        571942655000: [DRV] tx_byte = b8, rx_byte = 00
        572938695000: [MON] tx_byte = 00, rx_byte = 74
        572938695000: [SCB PASS] expected = 74, actual = 74, q_size = 0
        572938695000: [SCB QUEUE PUSH] expected_q push = b8, size = 1
        572984255000: [DRV] tx_byte = 0a, rx_byte = 00
        573980295000: [MON] tx_byte = 00, rx_byte = b8
        573980295000: [SCB PASS] expected = b8, actual = b8, q_size = 0
        573980295000: [SCB QUEUE PUSH] expected_q push = 0a, size = 1
        574025855000: [DRV] tx_byte = 60, rx_byte = 00
        575021895000: [MON] tx_byte = 00, rx_byte = 0a
        575021895000: [SCB PASS] expected = 0a, actual = 0a, q_size = 0
        575021895000: [SCB QUEUE PUSH] expected_q push = 60, size = 1
        575067455000: [DRV] tx_byte = c3, rx_byte = 00
        576063495000: [MON] tx_byte = 00, rx_byte = 60
        576063495000: [SCB PASS] expected = 60, actual = 60, q_size = 0
        576063495000: [SCB QUEUE PUSH] expected_q push = c3, size = 1
        576109055000: [DRV] tx_byte = a1, rx_byte = 00
        577105095000: [MON] tx_byte = 00, rx_byte = c3
        577105095000: [SCB PASS] expected = c3, actual = c3, q_size = 0
        577105095000: [SCB QUEUE PUSH] expected_q push = a1, size = 1
        577150655000: [DRV] tx_byte = de, rx_byte = 00
        578146695000: [MON] tx_byte = 00, rx_byte = a1
        578146695000: [SCB PASS] expected = a1, actual = a1, q_size = 0
        578146695000: [SCB QUEUE PUSH] expected_q push = de, size = 1
        578192255000: [DRV] tx_byte = 4f, rx_byte = 00
        579188295000: [MON] tx_byte = 00, rx_byte = de
        579188295000: [SCB PASS] expected = de, actual = de, q_size = 0
        579188295000: [SCB QUEUE PUSH] expected_q push = 4f, size = 1
        579233855000: [DRV] tx_byte = b2, rx_byte = 00
        580229895000: [MON] tx_byte = 00, rx_byte = 4f
        580229895000: [SCB PASS] expected = 4f, actual = 4f, q_size = 0
        580229895000: [SCB QUEUE PUSH] expected_q push = b2, size = 1
        580275455000: [DRV] tx_byte = 85, rx_byte = 00
        581271495000: [MON] tx_byte = 00, rx_byte = b2
        581271495000: [SCB PASS] expected = b2, actual = b2, q_size = 0
        581271495000: [SCB QUEUE PUSH] expected_q push = 85, size = 1
        581317055000: [DRV] tx_byte = 1f, rx_byte = 00
        582313095000: [MON] tx_byte = 00, rx_byte = 85
        582313095000: [SCB PASS] expected = 85, actual = 85, q_size = 0
        582313095000: [SCB QUEUE PUSH] expected_q push = 1f, size = 1
        582358655000: [DRV] tx_byte = a5, rx_byte = 00
        583354695000: [MON] tx_byte = 00, rx_byte = 1f
        583354695000: [SCB PASS] expected = 1f, actual = 1f, q_size = 0
        583354695000: [SCB QUEUE PUSH] expected_q push = a5, size = 1
        583400255000: [DRV] tx_byte = 28, rx_byte = 00
        584396295000: [MON] tx_byte = 00, rx_byte = a5
        584396295000: [SCB PASS] expected = a5, actual = a5, q_size = 0
        584396295000: [SCB QUEUE PUSH] expected_q push = 28, size = 1
        584441855000: [DRV] tx_byte = 34, rx_byte = 00
        585437895000: [MON] tx_byte = 00, rx_byte = 28
        585437895000: [SCB PASS] expected = 28, actual = 28, q_size = 0
        585437895000: [SCB QUEUE PUSH] expected_q push = 34, size = 1
        585483455000: [DRV] tx_byte = 4c, rx_byte = 00
        586479495000: [MON] tx_byte = 00, rx_byte = 34
        586479495000: [SCB PASS] expected = 34, actual = 34, q_size = 0
        586479495000: [SCB QUEUE PUSH] expected_q push = 4c, size = 1
        586525055000: [DRV] tx_byte = 69, rx_byte = 00
        587521095000: [MON] tx_byte = 00, rx_byte = 4c
        587521095000: [SCB PASS] expected = 4c, actual = 4c, q_size = 0
        587521095000: [SCB QUEUE PUSH] expected_q push = 69, size = 1
        587566655000: [DRV] tx_byte = f5, rx_byte = 00
        588562695000: [MON] tx_byte = 00, rx_byte = 69
        588562695000: [SCB PASS] expected = 69, actual = 69, q_size = 0
        588562695000: [SCB QUEUE PUSH] expected_q push = f5, size = 1
        588608255000: [DRV] tx_byte = b5, rx_byte = 00
        589604295000: [MON] tx_byte = 00, rx_byte = f5
        589604295000: [SCB PASS] expected = f5, actual = f5, q_size = 0
        589604295000: [SCB QUEUE PUSH] expected_q push = b5, size = 1
        589649855000: [DRV] tx_byte = 43, rx_byte = 00
        590645895000: [MON] tx_byte = 00, rx_byte = b5
        590645895000: [SCB PASS] expected = b5, actual = b5, q_size = 0
        590645895000: [SCB QUEUE PUSH] expected_q push = 43, size = 1
        590691455000: [DRV] tx_byte = 9a, rx_byte = 00
        591687495000: [MON] tx_byte = 00, rx_byte = 43
        591687495000: [SCB PASS] expected = 43, actual = 43, q_size = 0
        591687495000: [SCB QUEUE PUSH] expected_q push = 9a, size = 1
        591733055000: [DRV] tx_byte = 4e, rx_byte = 00
        592729095000: [MON] tx_byte = 00, rx_byte = 9a
        592729095000: [SCB PASS] expected = 9a, actual = 9a, q_size = 0
        592729095000: [SCB QUEUE PUSH] expected_q push = 4e, size = 1
        592774655000: [DRV] tx_byte = e6, rx_byte = 00
        593770695000: [MON] tx_byte = 00, rx_byte = 4e
        593770695000: [SCB PASS] expected = 4e, actual = 4e, q_size = 0
        593770695000: [SCB QUEUE PUSH] expected_q push = e6, size = 1
        593816255000: [DRV] tx_byte = 40, rx_byte = 00
        594812295000: [MON] tx_byte = 00, rx_byte = e6
        594812295000: [SCB PASS] expected = e6, actual = e6, q_size = 0
        594812295000: [SCB QUEUE PUSH] expected_q push = 40, size = 1
        594857855000: [DRV] tx_byte = a2, rx_byte = 00
        595853895000: [MON] tx_byte = 00, rx_byte = 40
        595853895000: [SCB PASS] expected = 40, actual = 40, q_size = 0
        595853895000: [SCB QUEUE PUSH] expected_q push = a2, size = 1
        595899455000: [DRV] tx_byte = 29, rx_byte = 00
        596895495000: [MON] tx_byte = 00, rx_byte = a2
        596895495000: [SCB PASS] expected = a2, actual = a2, q_size = 0
        596895495000: [SCB QUEUE PUSH] expected_q push = 29, size = 1
        596941055000: [DRV] tx_byte = f5, rx_byte = 00
        597937095000: [MON] tx_byte = 00, rx_byte = 29
        597937095000: [SCB PASS] expected = 29, actual = 29, q_size = 0
        597937095000: [SCB QUEUE PUSH] expected_q push = f5, size = 1
        597982655000: [DRV] tx_byte = 8c, rx_byte = 00
        598978695000: [MON] tx_byte = 00, rx_byte = f5
        598978695000: [SCB PASS] expected = f5, actual = f5, q_size = 0
        598978695000: [SCB QUEUE PUSH] expected_q push = 8c, size = 1
        599024255000: [DRV] tx_byte = af, rx_byte = 00
        600020295000: [MON] tx_byte = 00, rx_byte = 8c
        600020295000: [SCB PASS] expected = 8c, actual = 8c, q_size = 0
        600020295000: [SCB QUEUE PUSH] expected_q push = af, size = 1
        600065855000: [DRV] tx_byte = 42, rx_byte = 00
        601061895000: [MON] tx_byte = 00, rx_byte = af
        601061895000: [SCB PASS] expected = af, actual = af, q_size = 0
        601061895000: [SCB QUEUE PUSH] expected_q push = 42, size = 1
        601107455000: [DRV] tx_byte = 1b, rx_byte = 00
        602103495000: [MON] tx_byte = 00, rx_byte = 42
        602103495000: [SCB PASS] expected = 42, actual = 42, q_size = 0
        602103495000: [SCB QUEUE PUSH] expected_q push = 1b, size = 1
        602149055000: [DRV] tx_byte = 8f, rx_byte = 00
        603145095000: [MON] tx_byte = 00, rx_byte = 1b
        603145095000: [SCB PASS] expected = 1b, actual = 1b, q_size = 0
        603145095000: [SCB QUEUE PUSH] expected_q push = 8f, size = 1
        603190655000: [DRV] tx_byte = a9, rx_byte = 00
        604186695000: [MON] tx_byte = 00, rx_byte = 8f
        604186695000: [SCB PASS] expected = 8f, actual = 8f, q_size = 0
        604186695000: [SCB QUEUE PUSH] expected_q push = a9, size = 1
        604232255000: [DRV] tx_byte = 6a, rx_byte = 00
        605228295000: [MON] tx_byte = 00, rx_byte = a9
        605228295000: [SCB PASS] expected = a9, actual = a9, q_size = 0
        605228295000: [SCB QUEUE PUSH] expected_q push = 6a, size = 1
        605273855000: [DRV] tx_byte = 88, rx_byte = 00
        606269895000: [MON] tx_byte = 00, rx_byte = 6a
        606269895000: [SCB PASS] expected = 6a, actual = 6a, q_size = 0
